PassengerId,ticket_category,cabin_first_letter,name_title,name_title_raw,name_word_length,name_char_length
1,A/5,n,Mr.,Mr.,3,16
2,PC,C,Mrs.,Mrs.,4,18
3,STON/O2,n,Miss.,Miss.,2,14
4,digit,C,Mrs.,Mrs.,4,20
5,digit,n,Mr.,Mr.,3,17
6,digit,n,Mr.,Mr.,2,10
7,digit,E,Mr.,Mr.,3,16
8,digit,n,Master.,Master.,3,19
9,digit,n,Mrs.,Mrs.,4,13
10,digit,n,Mrs.,Mrs.,3,14
11,other,o,Miss.,Miss.,3,22
12,digit,C,Miss.,Miss.,2,16
13,A/5,n,Mr.,Mr.,3,23
14,digit,n,Mr.,Mr.,3,20
15,digit,n,Miss.,Miss.,4,26
16,digit,n,Mrs.,Mrs.,3,7
17,digit,n,Master.,Master.,2,10
18,digit,n,Mr.,Mr.,3,21
19,digit,n,Mrs.,Mrs.,4,18
20,digit,n,Mrs.,Mrs.,2,16
21,digit,n,Mr.,Mr.,3,13
22,digit,D,Mr.,Mr.,2,15
23,digit,n,Miss.,Miss.,3,18
24,digit,o,Mr.,Mr.,3,21
25,digit,n,Miss.,Miss.,3,20
26,digit,n,Mrs.,Mrs.,4,16
27,digit,n,Mr.,Mr.,3,16
28,digit,C,Mr.,Mr.,3,23
29,digit,n,Miss.,Miss.,3,20
30,digit,n,Mr.,Mr.,2,13
31,PC,n,Nobility,Don.,3,16
32,PC,B,Mrs.,Mrs.,4,22
33,digit,n,Miss.,Miss.,3,15
34,CA,n,Mr.,Mr.,3,14
35,PC,n,Mr.,Mr.,3,16
36,digit,n,Mr.,Mr.,3,23
37,digit,n,Mr.,Mr.,2,10
38,A/5,n,Mr.,Mr.,3,17
39,digit,n,Miss.,Miss.,4,24
40,digit,n,Miss.,Miss.,2,19
41,digit,n,Mrs.,Mrs.,3,10
42,digit,n,Mrs.,Mrs.,5,23
43,digit,n,Mr.,Mr.,2,13
44,other,n,Miss.,Miss.,5,29
45,digit,n,Miss.,Miss.,3,20
46,other,n,Mr.,Mr.,3,17
47,digit,n,Mr.,Mr.,2,11
48,digit,n,Miss.,Miss.,2,17
49,digit,n,Mr.,Mr.,2,13
50,digit,n,Mrs.,Mrs.,3,19
51,digit,n,Master.,Master.,3,15
52,A/4,n,Mr.,Mr.,3,21
53,PC,D,Mrs.,Mrs.,4,18
54,digit,n,Mrs.,Mrs.,3,16
55,digit,B,Mr.,Mr.,3,23
56,digit,C,Mr.,Mr.,2,11
57,CA,n,Miss.,Miss.,2,9
58,digit,n,Mr.,Mr.,2,13
59,CA,n,Miss.,Miss.,3,19
60,CA,n,Master.,Master.,3,23
61,digit,n,Mr.,Mr.,2,15
62,digit,B,Miss.,Miss.,2,11
63,digit,C,Mr.,Mr.,3,20
64,digit,n,Master.,Master.,2,11
65,PC,n,Mr.,Mr.,3,14
66,digit,n,Master.,Master.,2,14
67,CA,o,Mrs.,Mrs.,2,3
68,other,n,Mr.,Mr.,3,17
69,digit,n,Miss.,Miss.,3,22
70,digit,n,Mr.,Mr.,2,11
71,CA,n,Mr.,Mr.,3,19
72,CA,n,Miss.,Miss.,3,17
73,SOC,n,Mr.,Mr.,3,13
74,digit,n,Mr.,Mr.,2,21
75,digit,n,Mr.,Mr.,2,7
76,digit,o,Mr.,Mr.,3,16
77,digit,n,Mr.,Mr.,2,11
78,digit,n,Mr.,Mr.,3,17
79,digit,n,Master.,Master.,3,18
80,digit,n,Miss.,Miss.,2,16
81,digit,n,Mr.,Mr.,2,14
82,digit,n,Mr.,Mr.,3,20
83,digit,n,Miss.,Miss.,3,21
84,digit,n,Mr.,Mr.,3,16
85,other,n,Miss.,Miss.,2,11
86,digit,n,Mrs.,Mrs.,4,19
87,W/C,n,Mr.,Mr.,3,15
88,SOTON/OQ,n,Mr.,Mr.,3,22
89,digit,C,Miss.,Miss.,3,17
90,digit,n,Mr.,Mr.,2,16
91,digit,n,Mr.,Mr.,2,14
92,digit,n,Mr.,Mr.,3,19
93,other,E,Mr.,Mr.,3,20
94,CA,n,Mr.,Mr.,3,16
95,digit,n,Mr.,Mr.,2,11
96,digit,n,Mr.,Mr.,3,20
97,PC,o,Mr.,Mr.,3,18
98,PC,D,Mr.,Mr.,3,24
99,digit,n,Mrs.,Mrs.,4,11
100,digit,n,Mr.,Mr.,2,11
101,digit,n,Miss.,Miss.,2,15
102,digit,n,Mr.,Mr.,3,14
103,digit,D,Mr.,Mr.,3,18
104,digit,n,Mr.,Mr.,3,19
105,digit,n,Mr.,Mr.,3,23
106,digit,n,Mr.,Mr.,2,15
107,digit,n,Miss.,Miss.,3,23
108,digit,n,Mr.,Mr.,3,15
109,digit,n,Mr.,Mr.,2,9
110,digit,n,Miss.,Miss.,2,11
111,digit,C,Mr.,Mr.,3,23
112,digit,n,Miss.,Miss.,2,12
113,digit,n,Mr.,Mr.,3,15
114,digit,n,Miss.,Miss.,2,15
115,digit,n,Miss.,Miss.,2,13
116,STON/O 2,n,Mr.,Mr.,2,15
117,digit,n,Mr.,Mr.,2,14
118,digit,n,Mr.,Mr.,4,23
119,PC,B,Mr.,Mr.,3,17
120,digit,n,Miss.,Miss.,4,23
121,SOC,n,Mr.,Mr.,3,20
122,other,n,Mr.,Mr.,3,19
123,digit,n,Mr.,Mr.,2,14
124,digit,E,Miss.,Miss.,2,11
125,digit,D,Mr.,Mr.,3,20
126,digit,n,Master.,Master.,2,18
127,digit,n,Mr.,Mr.,2,13
128,C,n,Mr.,Mr.,3,18
129,digit,o,Miss.,Miss.,2,9
130,digit,n,Mr.,Mr.,2,12
131,digit,n,Mr.,Mr.,2,14
132,SOTON/OQ,n,Mr.,Mr.,3,23
133,A/5,n,Mrs.,Mrs.,4,16
134,digit,n,Mrs.,Mrs.,3,12
135,CA,n,Mr.,Mr.,4,22
136,SC/PARIS,n,Mr.,Mr.,2,12
137,digit,D,Miss.,Miss.,3,19
138,digit,C,Mr.,Mr.,3,20
139,digit,n,Mr.,Mr.,3,12
140,PC,B,Mr.,Mr.,2,12
141,digit,n,Mrs.,Mrs.,3,12
142,digit,n,Miss.,Miss.,3,15
143,STON/O2,n,Mrs.,Mrs.,4,23
144,digit,n,Mr.,Mr.,2,13
145,digit,n,Mr.,Mr.,3,19
146,CA,n,Mr.,Mr.,3,21
147,digit,n,Mr.,Mr.,4,21
148,W/C,n,Miss.,Miss.,4,22
149,digit,o,Mr.,Mr.,3,14
150,digit,n,Rev.,Rev.,4,24
151,other,n,Rev.,Rev.,3,18
152,digit,C,Mrs.,Mrs.,3,11
153,other,n,Mr.,Mr.,2,10
154,A/5,n,Mr.,Mr.,4,23
155,other,n,Mr.,Mr.,3,14
156,PC,n,Mr.,Mr.,3,20
157,digit,n,Miss.,Miss.,3,23
158,SOTON/OQ,n,Mr.,Mr.,2,9
159,digit,n,Mr.,Mr.,2,13
160,CA,n,Master.,Master.,3,15
161,digit,n,Mr.,Mr.,3,17
162,CA,n,Mrs.,Mrs.,3,9
163,digit,n,Mr.,Mr.,3,19
164,digit,n,Mr.,Mr.,2,9
165,digit,n,Master.,Master.,3,17
166,digit,n,Master.,Master.,5,34
167,digit,E,Mrs.,Mrs.,2,8
168,digit,n,Mrs.,Mrs.,3,12
169,PC,n,Mr.,Mr.,3,12
170,digit,n,Mr.,Mr.,2,7
171,digit,B,Mr.,Mr.,4,17
172,digit,n,Master.,Master.,2,10
173,digit,n,Miss.,Miss.,3,19
174,STON/O 2,n,Mr.,Mr.,3,18
175,digit,o,Mr.,Mr.,3,16
176,digit,n,Mr.,Mr.,3,15
177,digit,n,Master.,Master.,3,18
178,PC,C,Miss.,Miss.,3,17
179,digit,n,Mr.,Mr.,2,12
180,other,n,Mr.,Mr.,2,13
181,CA,n,Miss.,Miss.,3,19
182,SC/PARIS,n,Mr.,Mr.,2,10
183,digit,n,Master.,Master.,4,25
184,digit,o,Master.,Master.,3,14
185,digit,n,Miss.,Miss.,3,26
186,digit,o,Mr.,Mr.,3,14
187,digit,n,Mrs.,Mrs.,3,13
188,digit,n,Mr.,Mr.,4,21
189,digit,n,Mr.,Mr.,2,10
190,digit,n,Mr.,Mr.,2,13
191,digit,n,Mrs.,Mrs.,2,6
192,digit,n,Mr.,Mr.,2,15
193,digit,n,Miss.,Miss.,4,37
194,digit,o,Master.,Master.,3,15
195,PC,B,Mrs.,Mrs.,4,16
196,PC,B,Miss.,Miss.,2,12
197,digit,n,Mr.,Mr.,2,13
198,digit,n,Mr.,Mr.,4,24
199,digit,n,Miss.,Miss.,3,23
200,digit,n,Miss.,Miss.,3,14
201,digit,n,Mr.,Mr.,4,22
202,CA,n,Mr.,Mr.,2,13
203,digit,n,Mr.,Mr.,3,19
204,digit,n,Mr.,Mr.,2,14
205,A/5,n,Mr.,Mr.,3,17
206,digit,o,Miss.,Miss.,3,17
207,digit,n,Mr.,Mr.,3,19
208,digit,n,Mr.,Mr.,3,20
209,digit,n,Miss.,Miss.,3,16
210,digit,o,Mr.,Mr.,2,10
211,SOTON/OQ,n,Mr.,Mr.,2,8
212,FCC,n,Miss.,Miss.,3,17
213,A/5,n,Mr.,Mr.,3,15
214,digit,n,Mr.,Mr.,3,20
215,digit,n,Mr.,Mr.,2,13
216,digit,D,Miss.,Miss.,2,15
217,STON/O2,n,Miss.,Miss.,2,14
218,digit,n,Mr.,Mr.,3,21
219,digit,D,Miss.,Miss.,2,13
220,W/C,n,Mr.,Mr.,2,12
221,SOTON/OQ,n,Mr.,Mr.,3,23
222,digit,n,Mr.,Mr.,3,13
223,digit,n,Mr.,Mr.,3,16
224,digit,n,Mr.,Mr.,2,14
225,digit,C,Mr.,Mr.,3,21
226,other,n,Mr.,Mr.,4,20
227,other,n,Mr.,Mr.,3,18
228,A/5,n,Mr.,Mr.,4,14
229,digit,n,Mr.,Mr.,3,18
230,digit,n,Miss.,Miss.,2,15
231,digit,C,Mrs.,Mrs.,4,20
232,digit,n,Mr.,Mr.,3,17
233,digit,n,Mr.,Mr.,3,18
234,digit,n,Miss.,Miss.,3,21
235,CA,n,Mr.,Mr.,4,25
236,W/C,n,Miss.,Miss.,3,19
237,digit,n,Mr.,Mr.,2,11
238,CA,n,Miss.,Miss.,3,23
239,digit,n,Mr.,Mr.,3,24
240,other,n,Mr.,Mr.,3,15
241,digit,n,Miss.,Miss.,2,13
242,digit,n,Miss.,Miss.,3,21
243,W/C,n,Mr.,Mr.,3,24
244,STON/O 2,n,Mr.,Mr.,3,22
245,digit,n,Mr.,Mr.,2,14
246,digit,C,Dr.,Dr.,3,20
247,digit,n,Miss.,Miss.,4,27
248,digit,n,Mrs.,Mrs.,3,17
249,digit,D,Mr.,Mr.,3,22
250,digit,n,Rev.,Rev.,3,21
251,digit,n,Mr.,Mr.,3,15
252,digit,o,Mrs.,Mrs.,3,12
253,digit,C,Mr.,Mr.,3,18
254,A/5,n,Mr.,Mr.,3,17
255,digit,n,Mrs.,Mrs.,3,13
256,digit,n,Mrs.,Mrs.,3,11
257,PC,n,Mrs.,Mrs.,3,22
258,digit,B,Miss.,Miss.,2,12
259,PC,n,Miss.,Miss.,2,8
260,digit,n,Mrs.,Mrs.,2,7
261,digit,n,Mr.,Mr.,2,11
262,digit,n,Master.,Master.,4,21
263,digit,E,Mr.,Mr.,2,11
264,digit,B,Mr.,Mr.,2,15
265,digit,n,Miss.,Miss.,2,10
266,CA,n,Mr.,Mr.,2,11
267,digit,n,Mr.,Mr.,3,18
268,digit,n,Mr.,Mr.,3,17
269,PC,C,Mrs.,Mrs.,4,21
270,PC,C,Miss.,Miss.,2,14
271,digit,n,Mr.,Mr.,2,15
272,other,n,Mr.,Mr.,3,21
273,digit,n,Mrs.,Mrs.,2,9
274,PC,C,Mr.,Mr.,3,14
275,digit,n,Miss.,Miss.,3,17
276,digit,D,Miss.,Miss.,3,24
277,digit,n,Miss.,Miss.,3,24
278,digit,n,Mr.,Mr.,3,20
279,digit,n,Master.,Master.,2,8
280,CA,n,Mrs.,Mrs.,3,13
281,digit,n,Mr.,Mr.,2,10
282,digit,n,Mr.,Mr.,4,24
283,digit,n,Mr.,Mr.,3,18
284,A/5,n,Mr.,Mr.,3,19
285,digit,o,Mr.,Mr.,3,19
286,digit,n,Mr.,Mr.,2,13
287,digit,n,Mr.,Mr.,3,16
288,digit,n,Mr.,Mr.,2,14
289,digit,n,Mr.,Mr.,2,14
290,digit,n,Miss.,Miss.,2,12
291,digit,n,Miss.,Miss.,3,19
292,digit,B,Mrs.,Mrs.,4,16
293,other,D,Mr.,Mr.,3,15
294,digit,n,Miss.,Miss.,2,11
295,digit,n,Mr.,Mr.,2,10
296,PC,n,Mr.,Mr.,3,10
297,digit,n,Mr.,Mr.,2,12
298,digit,C,Miss.,Miss.,3,19
299,digit,C,Mr.,Mr.,2,15
300,PC,B,Mrs.,Mrs.,3,11
301,digit,n,Miss.,Miss.,5,29
302,digit,n,Mr.,Mr.,2,12
303,other,n,Mr.,Mr.,4,23
304,digit,E,Miss.,Miss.,3,10
305,A/5,n,Mr.,Mr.,4,25
306,digit,C,Master.,Master.,3,19
307,digit,n,Miss.,Miss.,2,15
308,PC,C,Mrs.,Mrs.,5,32
309,other,n,Mr.,Mr.,2,13
310,PC,E,Miss.,Miss.,3,21
311,digit,C,Miss.,Miss.,3,21
312,PC,B,Miss.,Miss.,3,17
313,digit,n,Mrs.,Mrs.,3,15
314,digit,n,Mr.,Mr.,2,16
315,FCC,n,Mr.,Mr.,2,12
316,digit,n,Miss.,Miss.,3,22
317,digit,n,Mrs.,Mrs.,3,11
318,digit,n,Dr.,Dr.,2,14
319,digit,C,Miss.,Miss.,3,15
320,digit,E,Mrs.,Mrs.,4,21
321,A/5,n,Mr.,Mr.,2,12
322,digit,n,Mr.,Mr.,2,10
323,digit,n,Miss.,Miss.,3,16
324,digit,n,Mrs.,Mrs.,4,21
325,CA,n,Mr.,Mr.,4,16
326,PC,C,Miss.,Miss.,3,15
327,digit,n,Mr.,Mr.,3,18
328,digit,D,Mrs.,Mrs.,2,4
329,digit,n,Mrs.,Mrs.,4,18
330,digit,B,Miss.,Miss.,3,19
331,digit,n,Miss.,Miss.,2,10
332,digit,C,Mr.,Mr.,2,13
333,PC,C,Mr.,Mr.,3,18
334,digit,n,Mr.,Mr.,4,23
335,PC,n,Mrs.,Mrs.,4,22
336,digit,n,Mr.,Mr.,2,12
337,digit,C,Mr.,Mr.,3,18
338,digit,E,Miss.,Miss.,3,22
339,digit,n,Mr.,Mr.,3,14
340,digit,o,Mr.,Mr.,3,21
341,digit,o,Master.,Master.,3,19
342,digit,C,Miss.,Miss.,3,21
343,digit,n,Mr.,Mr.,3,19
344,digit,n,Mr.,Mr.,4,34
345,digit,n,Mr.,Mr.,3,16
346,digit,o,Miss.,Miss.,3,20
347,digit,n,Miss.,Miss.,3,16
348,digit,n,Mrs.,Mrs.,4,18
349,CA,n,Master.,Master.,4,26
350,digit,n,Mr.,Mr.,2,10
351,digit,n,Mr.,Mr.,3,15
352,digit,C,Mr.,Mr.,3,31
353,digit,n,Mr.,Mr.,2,12
354,digit,n,Mr.,Mr.,2,19
355,digit,n,Mr.,Mr.,2,11
356,digit,n,Mr.,Mr.,4,19
357,digit,E,Miss.,Miss.,3,18
358,digit,n,Miss.,Miss.,3,16
359,digit,n,Miss.,Miss.,2,12
360,digit,n,Miss.,Miss.,4,23
361,digit,n,Mr.,Mr.,2,12
362,SC/PARIS,n,Mr.,Mr.,3,18
363,digit,n,Mrs.,Mrs.,2,7
364,SOTON/OQ,n,Mr.,Mr.,2,9
365,digit,n,Mr.,Mr.,2,13
366,C,n,Mr.,Mr.,4,22
367,digit,D,Mrs.,Mrs.,4,17
368,digit,n,Mrs.,Mrs.,2,6
369,digit,n,Miss.,Miss.,2,11
370,PC,B,Mrs.,Mme.,3,21
371,digit,E,Mr.,Mr.,3,20
372,digit,n,Mr.,Mr.,3,18
373,digit,n,Mr.,Mr.,3,19
374,PC,n,Mr.,Mr.,2,13
375,digit,n,Miss.,Miss.,3,17
376,PC,n,Mrs.,Mrs.,4,16
377,C,n,Miss.,Miss.,3,22
378,digit,C,Mr.,Mr.,3,18
379,digit,n,Mr.,Mr.,2,13
380,digit,n,Mr.,Mr.,3,20
381,PC,n,Miss.,Miss.,2,13
382,digit,n,Miss.,Miss.,3,10
383,STON/O 2,n,Mr.,Mr.,2,12
384,digit,n,Mrs.,Mrs.,4,23
385,digit,n,Mr.,Mr.,2,16
386,SOC,n,Mr.,Mr.,3,18
387,CA,n,Master.,Master.,3,20
388,digit,n,Miss.,Miss.,2,8
389,digit,n,Mr.,Mr.,2,14
390,other,n,Miss.,Miss.,2,13
391,digit,B,Mr.,Mr.,3,19
392,digit,n,Mr.,Mr.,3,15
393,digit,n,Mr.,Mr.,3,21
394,digit,D,Miss.,Miss.,2,14
395,other,o,Mrs.,Mrs.,3,16
396,digit,n,Mr.,Mr.,2,13
397,digit,n,Miss.,Miss.,2,11
398,digit,n,Mr.,Mr.,3,16
399,digit,n,Dr.,Dr.,2,10
400,digit,n,Mrs.,Mrs.,4,13
401,STON/O 2,n,Mr.,Mr.,2,12
402,digit,n,Mr.,Mr.,2,9
403,digit,n,Miss.,Miss.,3,15
404,STON/O2,n,Mr.,Mr.,3,23
405,digit,n,Miss.,Miss.,2,15
406,digit,n,Mr.,Mr.,2,12
407,digit,n,Mr.,Mr.,3,25
408,digit,n,Master.,Master.,3,19
409,digit,n,Mr.,Mr.,4,25
410,digit,n,Miss.,Miss.,2,10
411,digit,n,Mr.,Mr.,2,12
412,digit,n,Mr.,Mr.,2,9
413,digit,C,Miss.,Miss.,3,13
414,digit,n,Mr.,Mr.,3,23
415,STON/O 2,n,Mr.,Mr.,3,18
416,digit,n,Mrs.,Mrs.,3,10
417,digit,n,Mrs.,Mrs.,4,15
418,digit,n,Miss.,Miss.,3,20
419,digit,n,Mr.,Mr.,3,19
420,digit,n,Miss.,Miss.,3,16
421,digit,n,Mr.,Mr.,2,16
422,A/5,n,Mr.,Mr.,2,13
423,digit,n,Mr.,Mr.,2,12
424,digit,n,Mrs.,Mrs.,4,18
425,digit,n,Mr.,Mr.,3,20
426,A/4,n,Mr.,Mr.,2,16
427,digit,n,Mrs.,Mrs.,4,14
428,digit,n,Miss.,Miss.,4,20
429,digit,n,Mr.,Mr.,2,10
430,SOTON/OQ,E,Mr.,Mr.,3,11
431,digit,C,Mr.,Mr.,3,34
432,digit,n,Mrs.,Mrs.,3,20
433,other,n,Mrs.,Mrs.,4,21
434,STON/O 2,n,Mr.,Mr.,3,19
435,digit,E,Mr.,Mr.,3,18
436,digit,B,Miss.,Miss.,3,16
437,W/C,n,Miss.,Miss.,4,26
438,digit,n,Mrs.,Mrs.,3,14
